error_id,user_id,account_id,error_message,timestamp,severity
690,44,125,Failed to generate P&L report for ACC-89268799,2025-04-03 07:13:36,MEDIUM
691,44,126,Risk limits exceeded for account ACC-60833303,2025-04-01 17:13:36,HIGH
692,44,126,Compliance breach detected for KPH3,2025-04-01 05:46:36,LOW
693,44,126,Missing corporate action data for GGX4,2025-03-26 22:35:36,LOW
694,44,127,Commentary not uploaded for account ACC-65876433,2025-03-27 03:16:36,MEDIUM
695,44,127,Risk limits exceeded for account ACC-65876433,2025-03-15 18:09:36,MEDIUM
696,44,127,Missing corporate action data for SOJ9,2025-03-19 19:54:36,HIGH
697,44,127,Invalid trade date for RSH3,2025-04-11 06:29:36,LOW
698,44,127,Failed to generate P&L report for ACC-65876433,2025-03-24 05:33:36,MEDIUM
699,44,127,NAV calculation error for account ACC-65876433,2025-04-03 08:30:36,LOW
700,45,128,Trade settlement failed for MNI3,2025-03-21 00:17:36,LOW
701,45,128,Risk limits exceeded for account ACC-40903047,2025-03-23 21:18:36,MEDIUM
702,45,128,Missing corporate action data for FUC4,2025-03-18 22:39:36,LOW
703,45,128,NAV calculation error for account ACC-40903047,2025-03-17 05:46:36,MEDIUM
704,46,129,Margin call warning for account ACC-71450790,2025-03-22 16:24:36,HIGH
705,46,129,Data feed interruption for FKK4 pricing,2025-04-01 03:10:36,LOW
706,46,129,Missing corporate action data for DJL7,2025-03-27 13:17:36,MEDIUM
707,46,129,Missing benchmark data for portfolio ACC-71450790,2025-04-02 16:56:36,MEDIUM
708,46,129,Missing benchmark data for portfolio ACC-71450790,2025-04-04 19:57:36,MEDIUM
709,46,129,NAV calculation error for account ACC-71450790,2025-03-13 03:47:36,HIGH
710,46,129,Insufficient liquidity for ZCJ0,2025-03-21 06:02:36,LOW
711,46,129,Market value not found for security HXC7,2025-03-12 17:15:36,LOW
712,46,129,Compliance breach detected for QTR5,2025-03-26 01:01:36,MEDIUM
713,46,129,Position reconciliation failed for account ACC-71450790,2025-03-21 23:23:36,HIGH
714,46,130,Missing price data for VRH5,2025-03-16 01:04:36,LOW
715,46,130,Margin call warning for account ACC-92619415,2025-03-26 03:52:36,LOW
716,46,130,Invalid trade date for SZZ4,2025-03-17 06:56:36,HIGH
717,46,130,Missing corporate action data for EKD5,2025-03-24 13:59:36,MEDIUM
718,46,130,Missing price data for SVA5,2025-03-30 15:25:36,HIGH
719,46,130,Insufficient liquidity for QAN1,2025-04-05 07:33:36,LOW
720,47,131,Data feed interruption for MVH9 pricing,2025-03-26 22:28:36,HIGH
721,47,131,Commentary not uploaded for account ACC-79606665,2025-04-02 11:19:36,HIGH
722,47,131,Missing corporate action data for BDA6,2025-03-30 05:18:36,MEDIUM
723,47,131,Market value not found for security YJV1,2025-03-31 13:36:36,MEDIUM
724,47,131,Trade settlement failed for GDW0,2025-04-02 10:10:36,HIGH
725,47,131,NAV calculation error for account ACC-79606665,2025-03-18 13:57:36,LOW
726,47,131,Trade settlement failed for SGK7,2025-03-22 00:14:36,HIGH
727,47,131,Insufficient liquidity for IOS6,2025-04-06 14:13:36,LOW
728,47,131,Missing benchmark data for portfolio ACC-79606665,2025-03-30 02:54:36,LOW
729,47,132,Missing benchmark data for portfolio ACC-54709507,2025-03-22 02:57:36,HIGH
730,47,132,Compliance breach detected for BME6,2025-04-04 03:25:36,LOW
731,47,132,Missing corporate action data for AUB4,2025-03-24 01:53:36,LOW
732,47,132,Failed to generate P&L report for ACC-54709507,2025-03-18 02:18:36,HIGH
733,47,132,Invalid trade date for MRO3,2025-04-04 03:44:36,HIGH
734,47,132,Missing corporate action data for LKJ6,2025-03-30 08:28:36,LOW
735,47,132,Missing corporate action data for CYA9,2025-04-08 16:50:36,LOW
736,47,132,Missing benchmark data for portfolio ACC-54709507,2025-03-31 08:49:36,HIGH
737,47,133,Data feed interruption for FRP1 pricing,2025-04-03 16:13:36,HIGH
738,47,133,Risk limits exceeded for account ACC-24719444,2025-03-22 01:23:36,LOW
739,47,133,Missing corporate action data for FJQ9,2025-03-22 15:07:36,MEDIUM
740,47,133,Compliance breach detected for ZBP3,2025-04-08 04:19:36,MEDIUM
741,47,133,Position reconciliation failed for account ACC-24719444,2025-04-03 01:18:36,LOW
742,47,134,Failed to generate P&L report for ACC-28492466,2025-03-15 04:44:36,MEDIUM
743,47,134,Failed to generate P&L report for ACC-28492466,2025-03-20 19:15:36,HIGH
744,47,134,Margin call warning for account ACC-28492466,2025-03-13 06:50:36,MEDIUM
745,47,134,Failed to generate P&L report for ACC-28492466,2025-04-08 00:04:36,LOW
746,47,134,Margin call warning for account ACC-28492466,2025-03-16 12:44:36,LOW
747,47,134,Insufficient liquidity for XXD1,2025-03-30 05:30:36,LOW
748,47,134,Commentary not uploaded for account ACC-28492466,2025-03-12 13:16:36,LOW
749,47,135,Commentary not uploaded for account ACC-35216882,2025-04-08 09:34:36,MEDIUM
750,47,135,NAV calculation error for account ACC-35216882,2025-04-03 01:36:36,LOW
751,47,135,Invalid trade date for UIU7,2025-04-03 22:23:36,HIGH
752,47,135,Compliance breach detected for KRN4,2025-03-18 13:07:36,LOW
753,47,135,Failed to generate P&L report for ACC-35216882,2025-03-30 22:28:36,MEDIUM
754,48,136,Position reconciliation failed for account ACC-87146205,2025-04-02 17:44:36,HIGH
755,48,136,Position reconciliation failed for account ACC-87146205,2025-03-26 01:53:36,HIGH
756,48,136,Invalid trade date for KKX8,2025-04-08 03:41:36,LOW
757,48,136,Insufficient liquidity for VKD3,2025-04-03 07:48:36,HIGH
758,48,136,Invalid trade date for MNF9,2025-03-20 00:10:36,HIGH
759,48,136,Position reconciliation failed for account ACC-87146205,2025-03-18 10:46:36,HIGH
760,48,136,Missing price data for NTJ1,2025-04-06 22:13:36,MEDIUM
761,48,137,Commentary not uploaded for account ACC-15138365,2025-03-24 12:29:36,HIGH
762,48,137,Failed to generate P&L report for ACC-15138365,2025-03-14 03:57:36,LOW
763,48,137,Data feed interruption for XXE4 pricing,2025-03-25 03:39:36,LOW
764,48,137,Failed to generate P&L report for ACC-15138365,2025-03-21 04:26:36,LOW
765,48,137,Trade settlement failed for IRL6,2025-03-13 09:34:36,MEDIUM
766,48,137,Commentary not uploaded for account ACC-15138365,2025-03-12 06:04:36,HIGH
767,48,138,Commentary not uploaded for account ACC-97575406,2025-03-30 07:26:36,LOW
768,48,138,Insufficient liquidity for FXC5,2025-03-27 15:04:36,LOW
769,48,138,Commentary not uploaded for account ACC-97575406,2025-03-16 07:07:36,LOW
770,48,138,Margin call warning for account ACC-97575406,2025-04-04 19:30:36,LOW
771,48,138,Missing price data for UXN5,2025-03-15 21:05:36,HIGH
772,48,138,Missing benchmark data for portfolio ACC-97575406,2025-04-11 00:52:36,LOW
773,48,138,Market value not found for security SFQ3,2025-04-04 11:05:36,MEDIUM
774,48,138,Trade settlement failed for FRF4,2025-03-25 15:08:36,HIGH
775,48,138,Margin call warning for account ACC-97575406,2025-03-28 12:14:36,MEDIUM
776,48,139,Commentary not uploaded for account ACC-76587301,2025-04-02 19:38:36,LOW
777,48,139,Market value not found for security QWQ2,2025-03-24 17:39:36,HIGH
778,48,139,Market value not found for security JAG6,2025-03-20 17:23:36,LOW
779,48,139,Missing corporate action data for PYI0,2025-04-04 01:14:36,MEDIUM
780,48,139,Position reconciliation failed for account ACC-76587301,2025-03-18 13:53:36,HIGH
781,48,139,NAV calculation error for account ACC-76587301,2025-03-30 11:02:36,HIGH
782,48,139,Position reconciliation failed for account ACC-76587301,2025-03-29 14:29:36,LOW
783,48,139,Compliance breach detected for TGB5,2025-03-30 03:30:36,MEDIUM
784,48,139,Invalid trade date for MPC1,2025-03-15 03:15:36,MEDIUM
785,48,139,Failed to generate P&L report for ACC-76587301,2025-03-30 06:36:36,MEDIUM
786,48,140,Trade settlement failed for XLV8,2025-03-13 11:12:36,LOW
787,49,141,Trade settlement failed for PGG9,2025-03-13 02:36:36,LOW
788,49,141,Risk limits exceeded for account ACC-8438205,2025-03-21 14:23:36,MEDIUM
789,49,141,NAV calculation error for account ACC-8438205,2025-03-22 17:17:36,HIGH
790,49,141,Missing corporate action data for CKC6,2025-03-13 21:57:36,MEDIUM
791,49,142,Failed to generate P&L report for ACC-85664654,2025-04-10 17:47:36,MEDIUM
792,49,142,Trade settlement failed for UFQ9,2025-03-23 15:25:36,LOW
793,50,143,Risk limits exceeded for account ACC-376719,2025-03-17 10:29:36,MEDIUM
794,50,143,Position reconciliation failed for account ACC-376719,2025-04-06 19:55:36,HIGH
795,50,143,Market value not found for security GHB3,2025-04-07 09:39:36,HIGH
796,50,143,Risk limits exceeded for account ACC-376719,2025-04-10 22:07:36,HIGH
797,50,143,Market value not found for security OEA1,2025-04-09 14:50:36,MEDIUM
798,50,144,Risk limits exceeded for account ACC-78558305,2025-04-08 00:33:36,LOW
799,50,144,Failed to generate P&L report for ACC-78558305,2025-03-28 19:59:36,MEDIUM
800,50,144,Commentary not uploaded for account ACC-78558305,2025-04-10 09:09:36,MEDIUM
801,50,145,Risk limits exceeded for account ACC-76151980,2025-03-24 17:59:36,HIGH
802,50,145,Compliance breach detected for KPD3,2025-04-03 23:56:36,MEDIUM
803,50,145,Missing benchmark data for portfolio ACC-76151980,2025-04-05 21:05:36,LOW
804,50,145,Margin call warning for account ACC-76151980,2025-03-12 13:09:36,LOW
805,50,145,Risk limits exceeded for account ACC-76151980,2025-04-07 21:25:36,HIGH
806,50,145,Position reconciliation failed for account ACC-76151980,2025-03-16 00:12:36,HIGH
807,50,145,Missing price data for CJN2,2025-04-04 10:58:36,HIGH
808,50,145,Market value not found for security GLB9,2025-03-24 04:09:36,MEDIUM
809,50,146,Compliance breach detected for IUR9,2025-03-19 21:39:36,HIGH
810,50,146,Position reconciliation failed for account ACC-60628167,2025-03-19 14:11:36,MEDIUM
811,50,146,Missing benchmark data for portfolio ACC-60628167,2025-04-06 21:34:36,LOW
812,50,146,Failed to generate P&L report for ACC-60628167,2025-03-17 03:03:36,MEDIUM
813,50,146,Data feed interruption for ZHI7 pricing,2025-04-08 18:45:36,HIGH
814,50,146,Margin call warning for account ACC-60628167,2025-04-10 20:51:36,MEDIUM
815,50,146,Data feed interruption for LCP5 pricing,2025-03-29 17:04:36,LOW
816,50,146,Missing corporate action data for MNC1,2025-03-15 08:51:36,MEDIUM
817,50,147,Trade settlement failed for MRN4,2025-03-24 00:19:36,HIGH
818,50,147,Missing price data for QBA0,2025-04-05 04:39:36,LOW
819,50,147,Commentary not uploaded for account ACC-40337142,2025-04-01 08:02:36,MEDIUM
